game,comment
Wii Sports Resort,Playing this with my brothers all the time after school and on weekends was like the best time honestly. It's been years and now everyone has their own lives elsewhere. Nostalgia is a bitch.
Wii Sports Resort,"oh my god I didn’t ever realise that the crowd gets bigger in sword play, I’ve had my wii for 7 years and it was always my fav level to play 😯"
Wii Sports Resort,I remember having to attach that damned wii motion plus thing as a kid haha. Now the wii remotes already have it built in
Wii Sports Resort,"@Nintendo Hero I noticed that you missed one thing in your video. That one thing is when you boot up Wii sports for the first time on that console, it puts you right into skydiving then introduces you to the island from above."
Wii Sports Resort,I used to think a pick up game was a game of basketball you could just walk into the middle of and you'd be accepted into one of the two teams
Wii Sports Resort,"dammit, I am now realizing how much I missed when playing. I would've had so much fun 100%ing this game if I knew all this when I was younger"
Wii Sports Resort,"Wii Sports Resort has some of my best memories because it was the only game I didn't feel complete trash at(I was a god at wakeboarding, still am) so every time I open up my closet and find my Wii and Wii U, I feel the INSANE urge to set it up and play. If anyone who's played it before is with me at my house, you can bet I'm bringing it out. Anyone who's willing to go back in time to some of the best days of video games, we're doing it."
Wii Sports Resort,This is probably my favorite game of all time. I wish they would remake it 1 to 1 but with upgraded graphics and maybe new golf courses and stuff while leaving the mechanics exactly the same! I played this game practically every weekend for a decade!
Wii Sports Resort,"I’m foaming at the mouth to play this again. My Wii MotionPlus can’t get here soon enough. :(

Edit: my Wii MotionPlus did arrive and oh man, I CANNOT PUT THIS GAME DOWN. I LOVE Wii Sports Resort."
Wii Sports Resort,*wipes tears*
Wii Sports Resort,"Regarding Dogfight, you forgot to mention that if you collide into something by accident, you lose half your balloons; a balloon icon will grant you an extra 10 balloons. Max is 30."
Wii Sports Resort,"Table tenis has to be my favourite, probably more than 500 matches, today I got a 0-6 from Lucia 😂😂😂"
Wii Sports Resort,"This game was amazing. I miss it too much, and I desperately want a sequel for it."
Wii Sports Resort,I think this or mario kart wii was the 1st video game i've ever played.
Wii Sports Resort,with frisbee golf I often had my dad or sister somehow throw further then myself whilst using the same technique
Wii Sports Resort,good content
Wii Sports Resort,"I still play the bowling most days.
Switch Sports bowling *suuuuucks*"
Wii Sports Resort,Not trying to brag but I beat Lucia
Wii Sports Resort,Frisbee golf was my absolute favorite part of the game.  Even more than flyover.
Wii Sports Resort,"Of course everything talked about during the video makes the game amazing, but let's not forget the amazing soundtrack that makes WSR the most memorable game ever! All those little variations on a similar theme is part of what makes it so"
Wii Sports Resort,I wish there was a sequel to this game. I had the original Wii Sports to go along with this gem. I played these games for hours.
Wii Sports Resort,"On Table Tennis VS mode, if you hold down the 2 button when you press OK to play, you can play an 11-point game, as well as the time now being noon."
Wii Sports Resort,"Wii Sports Resort, and especially Island Flyover, is such an immaculate, beautiful vibe that makes me feel good every time I just think about it. I chase that type of vibe to this day."
Wii Sports Resort,I'd love for a remaster and expansion of Wii Sports Resort for the switch. This game was my childhood and I still love it to this day. Watching this video made me smile seeing all my favourite sports and having a wave of nostalgia flood over me. One of my favourite games of all time
Wii Sports Resort,"Ok sp I just pulled up the game of life 2 on the switch, and the classic board looks suspiciously like wuhu island"
Wii Sports Resort,"I swear to god, i will hold on to this opinion forever, graphics do not get “better” after the wii. They get more pixels, or more realistic shading, but they DO NOT get “better.”"
Wii Sports Resort,guys who here still plays wii sports resort? or just me
Wii Sports Resort,I wish Nintendo would make a wii sports resort island series
Wii Sports Resort,You  can move your players in pickup basketball.
Wii Sports Resort,Greatest sequel of all time
Wii Sports Resort,switch sports really got the announcer wrong
Wii Sports Resort,We need more people like you.
Wii Sports Resort,"This game had so much nostalgia for me. The childhood memories of my friend and I pretending to actually be on Wuhu island(which was not hard because of miis) is always something I love to think about. Those were some of the best days of my life. Not only is the game fun, the memories are my favorite part. I hope one day for a game where you can explore wuhu island without limits."
Wii Sports Resort,"25:58
you"
Wii Sports Resort,"22:16
https://www.youtube.com/watch?v=AAwlI8lnClg"
Wii Sports Resort,"21:25
https://www.youtube.com/watch?v=-Uh2Wa6dXwI&t=0s in the background"
Wii Sports Resort,05:58
Wii Sports Resort,Wii sports resort is a great game
Wii Sports Resort,Nintendo Switch Sports is out!!! But lacks all the games that made Resort great.
Wii Sports Resort,Matt's basketball team: George and Fritz.
Wii Sports Resort,when will they come up with this game for the switch?
Wii Sports Resort,my sister scratched the disc and i never played it again🥹
Wii Sports Resort,After all these years if still never played this game… I’ve only played the original.
Wii Sports Resort,My dad got a perfect game just by doing the secret strike in 100 pin bowling
Wii Sports Resort,Technically it would be the second best selling Wii game since the original was a launch title
Wii Sports Resort,This nostalgia makes me wanna cry😭I miss little kid me playing this amazing game ahead of its time🥹.
Wii Sports Resort,Tell me your entire childhood without telling me your entire childhood.
Wii Sports Resort,"Playing Wii sports resort with friends was just so fun and i played bowling,  the sword one and basket a lot with friends."
Wii Sports Resort,5:28 I love how he did one slice and it knocked two miis and fell dramatically!🤣
Wii Sports Resort,"(1 year later), finally a new nintendo sport game that is actually pretty good."
Wii Sports Resort,Canoeing is very good
Wii Sports Resort,Can't believe you didn't like cycling. It was def in my top 3
Wii Sports Resort,My favorite is single player showdown.
Wii Sports Resort,"I had this game when I was around 5 years old, and let me tell you I just had some MAJOR flashbacks!!!!"
Wii Sports Resort,Nintendo Wii sports resort 2009 Forever!
Wii Sports Resort,*There can only be one...*
Wii Sports Resort,"good to know my (2nd) favourite game is good.

(mario kart wii is still my faveriote)"
Wii Sports Resort,"I'm so glad I recently found this game at Goodwill for 5$ for my Wii U. I gave my wii/wii games away to one of my friends because I both didn't really play it anymore, and had no clue i'd be getting a Wii U within 3 months..."
Wii Sports Resort,"Cheers mate 
Considering buying Wii for this game only. 
Thanks for the insite keep it up"
Wii Sports Resort,why not review mk7 for 3ds?
Wii Sports Resort,"I have all of these games and Island Flyover is my favourite, I did a preview of Nintendo Wii tennis on my channel, but it's on Croatian."
Wii Sports Resort,"The Flying game is my favourite, I spent so much time on that and I love it!"
Wii Sports Resort,Please review mario party 6!!!!!
Wii Sports Resort,"4:58 - 5:11

Lovely little scene~

The colors of Wii sports resort always got me, do feel that the wave racer part could've been it's own game."
Wii Sports Resort,I have this game and is a jewel :')
Wii Sports Resort,the plane mode and fencing mode brings back many memories
Wii Sports Resort,POV: it’s 2021
Wii Sports Resort,I’m here in 2029 with Covid-19
Wii Sports Resort,100000000 out of 5
Wii Sports Resort,"I'm replaying the Wii sports games for nostalgia, and when I can't I watch this"
Wii Sports Resort,E
Wii Sports Resort,Haha most recent comment so far
Wii Sports Resort,The switch launch games should have been like this instead of the garbage 1 2 switch
Wii Sports Resort,"Its fun
"
Wii Sports Resort,Fuck
Wii Sports Resort,Table Tennis is awesome!
Wii Sports Resort,Eu tenho o Wii
Wii Sports Resort,i mean the game i have
Wii Sports Resort,this is the i have
Wii Sports Resort,?? !!
Wii Sports Resort,What??
Wii Sports Resort,Zook Look
Wii Sports Resort,Mark Nutt
Wii Sports Resort,Im gonna buy this game
Wii Sports Resort,"This is what I dislike about Gamespot....
They constantly over exaggerate. "
Wii Sports Resort,Wii Sports Resort is a fun Wii partygame ! :) You can have so much fun on this game with your friends and family :)
Wii Sports Resort,@Zeduck36 i prefer both
Wii Sports Resort,"@paperisk Wii, duh!
"
Wii Sports Resort,kinect vs wii which is better
Wii Sports Resort,How did this get an 8 and skyward sword was given a 7.5? Gamespot. you dun goofed.
Wii Sports Resort,is there baseball
Wii Sports Resort,@385malik Thumbs up if you think xbox 360 is better!
Wii Sports Resort,"no, you are wrong! this is a plastc peice of shit. the movement is a bit better (i think nintendo should've waited and made this with the controller when wii was released instead of making u waste ur money on a less then steller upgrade. and u only need the accessory for 4 wii games. and the motion plus loses its center very often. and start to read your moves wrong."
Wii Sports Resort,"@TommyD758 Hey, they're both good consoles!"
Wii Sports Resort,@MyNameIsNintendo you can in wii fit
Wii Sports Resort,"@385malik fanboys are so freaking annoying, get a life"
Wii Sports Resort,@MyNameIsNintendo OMG THAT WOULD BE AWESOMEEE
Wii Sports Resort,3:06 level ...
Wii Sports Resort,1:37 thumbs up if you thought he got frozen in an ice cube and then noticed it was a wii remote.
Wii Sports Resort,WTF I LOVE BIKING! 
Wii Sports Resort,"@pyramidheadkitten9 
 
yeah it fun  to play WITH your friends in real life like playing ...THE WII  i like 360 and ps3 but to play with my friends i use the wii "
Wii Sports Resort,@MyNameIsNintendo A Wiinter Game :D
Wii Sports Resort,Hellish golf skill level!
Wii Sports Resort,...
